Source (A),,,,,Source (B),,,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
31785640,,,,,"I use AIM , Name : Hatey82K2 I am usually on each day , All the time on the weekends Soundtrack For This Song Provided By : Band Name : Song : Bully Boys Rage On This",,,31,95.77,74.07,90.96,1.23,31,16.13,93.55,41.94,12.9,6.45,6.45,0,0,0,0,6.45,6.45,16.13,3.23,3.23,0,0,6.45,0,0,0,0,6.45,3.23,0,3.23,0,3.23,0,12.9,0,0,0,3.23,9.68,0,3.23,0,3.23,3.23,0,9.68,0,9.68,0,0,0,0,0,0,3.23,0,0,3.23,0,0,3.23,6.45,0,22.58,0,9.68,12.9,0,12.9,0,0,0,0,0,0,0,0,0,0,19.35,0,6.45,12.9,0,0,0,0,0,0,0,0
30616932,,,,,"i honestly dont know what my eye color is ... they look green , but at times grey or dark blue .. sucks i cant determine my actual eye color .",,,27,7.88,1,99,25.77,9,7.41,96.3,44.44,22.22,18.52,14.81,0,0,0,3.7,3.7,0,3.7,7.41,0,7.41,7.41,29.63,11.11,0,3.7,0,0,7.41,3.7,3.7,0,3.7,0,3.7,0,0,0,0,18.52,7.41,0,0,3.7,0,11.11,33.33,33.33,0,0,7.41,7.41,0,0,0,0,0,0,0,0,0,0,25.93,0,7.41,0,3.7,3.7,0,0,0,0,0,0,3.7,3.7,0,0,0,0,25.93,22.22,3.7,0,0,0,0,0,0,0,0,0
14299497,,,,,"Well said , the point of a PLE is an organic community , in which we are all free to express our own spins as we wish ...",,,25,88.69,99,1,99,25,12,84,56,16,12,0,12,0,0,0,4,12,16,8,4,4,0,16,8,4,4,0,4,8,8,0,0,0,0,24,0,0,0,0,8,0,0,4,0,4,0,4,0,4,0,4,0,0,0,4,16,16,0,0,0,0,4,8,4,8,0,8,0,0,4,0,4,0,0,4,0,0,0,4,0,20,12,8,0,0,0,0,0,0,0,0,0
14103898,,,,,And then there are those who would settle for having their boredom aleviated by chatting with a white woman via an instant messenger service .,,,24,72.69,95.2,1.79,1,24,25,87.5,62.5,12.5,4.17,0,0,0,0,4.17,8.33,8.33,16.67,12.5,4.17,8.33,0,12.5,4.17,0,4.17,0,0,4.17,0,4.17,0,0,0,16.67,0,0,4.17,0,4.17,0,0,4.17,0,0,0,4.17,4.17,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,4.17,4.17,12.5,0,4.17,8.33,4.17,4.17,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0
30454970,,,,,"hey and if you ever experience a lawsuit from the negro hispanic jews claiming you are racist , simply make an example of the hundreds of negro mexican schools that deny white children .",,,32,89.84,94.08,1,25.77,32,28.12,78.12,46.88,9.38,6.25,0,0,6.25,0,0,3.12,12.5,9.38,3.12,6.25,6.25,0,9.38,3.12,0,0,3.12,0,0,0,0,0,0,0,12.5,0,0,0,0,9.38,0,3.12,3.12,3.12,3.12,3.12,6.25,3.12,0,0,0,0,0,0,0,9.38,0,0,9.38,0,0,0,9.38,0,3.12,0,0,3.12,6.25,0,0,0,3.12,0,3.12,0,0,0,0,0,6.25,3.12,3.12,0,0,0,0,0,0,0,0,0
30677075,,,,,"Typical Negro .They only know how to destory our civilization .They laugh at whites who obey the law , bother to get married , women who are chaste .",,,26,54.88,99,1.4,25.77,26,15.38,80.77,46.15,19.23,11.54,0,3.85,0,0,7.69,7.69,3.85,11.54,3.85,7.69,3.85,0,15.38,3.85,0,11.54,0,0,7.69,3.85,3.85,0,3.85,0,26.92,3.85,0,3.85,0,11.54,3.85,7.69,0,0,0,0,3.85,0,3.85,0,0,0,0,0,0,19.23,7.69,0,7.69,3.85,0,0,15.38,0,3.85,0,3.85,0,3.85,0,0,0,0,0,0,0,0,0,0,0,19.23,11.54,7.69,0,0,0,0,0,0,0,0,0
14420818,,,,,"That's a good point , awake777 .KOGO 's online radio software is blocked by many of these blockers .Turn off all pop-up blockers , Zone Alarm , and so on .",,,28,89.26,50,30.01,25.77,28,17.86,64.29,39.29,7.14,0,0,0,0,0,0,7.14,3.57,17.86,7.14,3.57,7.14,0,10.71,0,0,0,0,7.14,7.14,3.57,3.57,3.57,0,0,0,0,0,0,0,3.57,0,0,0,0,3.57,0,3.57,0,3.57,0,0,0,0,0,0,10.71,0,0,3.57,3.57,3.57,0,10.71,0,17.86,3.57,14.29,0,0,3.57,0,0,0,0,0,0,0,0,0,0,32.14,10.71,10.71,0,0,0,0,3.57,0,7.14,0,0
30491806,,,,,"Nowadays, your ebony specimen chooses to sit at the back of the bus , so they can get up to all manner of mischief !",,,23,98.23,90.38,54.89,25.77,23,17.39,78.26,56.52,8.7,8.7,0,0,4.35,0,4.35,0,8.7,26.09,4.35,8.7,4.35,0,8.7,0,0,0,0,4.35,0,0,0,0,0,0,8.7,0,0,0,0,8.7,4.35,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,8.7,0,0,4.35,4.35,0,0,17.39,0,17.39,0,17.39,4.35,0,0,0,0,0,0,0,0,0,0,0,0,13.04,0,8.7,0,0,0,4.35,0,0,0,0,0
14666793,,,,,"Let black people to join the result of `` diversity '' , is a glass of milk , for example , put a drop of ink in , before you put sugar , spices , put ice in all can drink , milk was completely dark to put ink become useless junk .",,,43,99,75.74,49.53,3.52,43,9.3,83.72,44.19,2.33,2.33,0,0,2.33,0,0,0,6.98,20.93,11.63,2.33,0,0,20.93,2.33,2.33,0,0,2.33,2.33,0,2.33,0,0,2.33,4.65,0,0,0,0,9.3,2.33,2.33,0,0,4.65,0,9.3,4.65,0,0,9.3,0,0,0,9.3,4.65,2.33,0,2.33,0,0,2.33,9.3,0,18.6,11.63,4.65,2.33,0,2.33,0,0,0,0,0,0,0,0,0,0,27.91,2.33,16.28,0,0,0,0,0,0,4.65,0,4.65
14420811,,,,,From David Pringle For folks who have questions about the National Alliance or would just like to listen this is your chance .,,,22,69.94,96.52,2.4,25.77,22,18.18,90.91,63.64,13.64,4.55,0,0,4.55,0,0,9.09,4.55,22.73,13.64,9.09,4.55,0,18.18,4.55,4.55,4.55,0,0,0,0,0,0,0,0,18.18,4.55,0,0,0,18.18,4.55,0,4.55,13.64,0,4.55,4.55,0,4.55,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,13.64,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0
30663628,,,,,To love ones people in these dark ages is considered a weakness to be exploited .We are in the Kali Yuga .In these dark days of jewish/Marxist/mafia dominated materialistic societies where everyone and anyone is only a bank note to be traded .,,,44,84.37,94.4,19.82,25.77,44,18.18,81.82,52.27,11.36,2.27,0,2.27,0,0,0,9.09,6.82,15.91,11.36,4.55,2.27,0,13.64,0,0,2.27,0,0,4.55,2.27,2.27,0,2.27,0,13.64,0,0,0,0,6.82,2.27,0,0,2.27,2.27,0,4.55,4.55,0,0,2.27,0,0,0,0,9.09,4.55,2.27,4.55,0,0,0,11.36,0,13.64,0,9.09,4.55,4.55,0,0,4.55,2.27,0,0,0,0,0,0,0,11.36,6.82,0,0,0,0,0,0,0,0,0,4.55
31721363,,,,,Tell the school he called you white boy intentionally to piss you off so you threw one back at him .Tell the school he should be suspended and that he is the one guilty of hate crime .,,,37,48.08,99,1,1,37,5.41,94.59,56.76,21.62,18.92,0,0,8.11,10.81,0,2.7,8.11,10.81,8.11,5.41,5.41,0,21.62,5.41,0,0,5.41,0,8.11,0,8.11,2.7,5.41,0,29.73,0,0,0,13.51,5.41,0,2.7,2.7,0,0,0,2.7,2.7,0,0,2.7,2.7,0,0,0,0,0,0,0,0,0,5.41,13.51,0,10.81,2.7,8.11,2.7,5.41,0,0,0,0,0,2.7,2.7,0,0,0,0,5.41,5.41,0,0,0,0,0,0,0,0,0,0
31730733,,,,,"We should start gangs of our own and kill them and rob their homes , is this what the liberals wanted as `` diversity ? ''",,,22,13.54,99,1,1,22,9.09,81.82,59.09,27.27,18.18,0,9.09,0,0,9.09,9.09,4.55,9.09,9.09,0,13.64,0,18.18,4.55,4.55,4.55,0,0,4.55,0,4.55,0,4.55,0,22.73,0,4.55,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,13.64,13.64,0,0,0,0,4.55,9.09,0,4.55,0,0,4.55,0,0,4.55,0,0,4.55,0,0,0,0,0,0,27.27,0,4.55,0,0,4.55,0,0,0,9.09,0,9.09
13292900,,,,,It seems that what they are trying to say is that if you are white you are in the wrong place at the wrong time anywhere in the World .They also said the same thing about the white girls that was severely beaten on Halloween a few years ago and also about the pregnant woman that was beaten in front of her own house .,,,64,60.61,95.7,35.37,1,64,6.25,96.88,60.94,18.75,7.81,0,0,3.12,1.56,3.12,10.94,10.94,14.06,9.38,7.81,6.25,0,15.62,9.38,1.56,1.56,0,1.56,7.81,0,7.81,0,3.12,0,15.62,1.56,0,4.69,0,6.25,1.56,0,1.56,6.25,0,1.56,6.25,3.12,3.12,0,1.56,0,1.56,1.56,0,7.81,0,4.69,3.12,0,3.12,6.25,9.38,0,18.75,0,14.06,4.69,0,0,1.56,0,0,0,0,0,0,0,0,0,3.12,3.12,0,0,0,0,0,0,0,0,0,0
14094751,,,,,"Ok here 's mine , not a very good picture of me but it 's the only one i have at the moment .",,,22,44.96,1,96.4,99,22,4.55,90.91,68.18,18.18,13.64,13.64,0,0,0,0,4.55,13.64,9.09,4.55,13.64,4.55,4.55,4.55,0,0,0,4.55,0,9.09,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,4.55,4.55,0,0,0,0,0,0,0,4.55,0,0,0,4.55,0,0,4.55,0,9.09,0,4.55,4.55,0,0,0,0,0,0,4.55,0,0,4.55,0,0,18.18,4.55,4.55,0,0,0,0,0,0,9.09,0,0
13503685,,,,,"Justin Butler , 28 , and Briana Adams , 21 ( coalburner ) , each face a criminal abuse charge after police say the couple 's infant child was found with six healing rib fractures and a broken femur http://www.lex18.com/news/couple-fac ... with-injuries/",,,43,97.66,75.74,1,25.77,21.5,11.63,60.47,20.93,0,0,0,0,0,0,0,0,6.98,6.98,2.33,0,4.65,0,9.3,4.65,2.33,0,6.98,6.98,4.65,2.33,2.33,0,2.33,0,6.98,0,0,0,0,2.33,2.33,0,0,0,0,0,2.33,0,2.33,0,9.3,6.98,4.65,0,0,6.98,0,0,6.98,0,0,4.65,2.33,0,2.33,0,0,2.33,2.33,0,0,0,0,0,2.33,0,2.33,0,0,0,41.86,11.63,9.3,0,0,0,0,4.65,0,2.33,4.65,9.3
14265702,,,,,"Taking money from Oregon taxpayers , while 1500 miles away .So.. she is getting food stamps from a state she has n't lived in for months ?",,,25,88.69,78.82,6.7,25.77,12.5,8,76,48,8,8,0,0,0,8,0,0,4,20,8,4,8,0,20,0,0,0,4,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,4,8,0,0,0,8,0,4,8,0,20,0,12,8,0,0,0,4,0,0,0,0,0,0,0,0,24,12,4,0,0,4,0,0,0,4,0,0
14034947,,,,,"WTF Well done liberals you have ethnically cleansed a 20,000 + yr old race of beautiful and unique white people from their own country This is a sick and vile crime I 'm crying when i look at those pictures i do n't care if you laugh and say it 's gay to cry because my people will no longer exist in 100yrs 20.000 yrs destroyed in 100 My beautiful race dying ! i do n't know what to do",,,79,37.74,44.98,29.23,25.77,39.5,11.39,75.95,46.84,16.46,11.39,7.59,0,2.53,0,1.27,5.06,2.53,8.86,8.86,2.53,7.59,1.27,16.46,8.86,2.53,2.53,5.06,0,12.66,6.33,6.33,0,2.53,2.53,7.59,0,0,0,0,3.8,1.27,1.27,1.27,1.27,0,1.27,8.86,6.33,2.53,0,2.53,0,1.27,1.27,0,1.27,0,0,1.27,0,0,1.27,11.39,1.27,8.86,0,6.33,2.53,0,0,0,0,0,1.27,2.53,1.27,1.27,0,1.27,0,8.86,0,1.27,0,0,0,1.27,0,0,5.06,0,1.27
30446292,,,,,"Was at Walmart the other day and for 100 rounds it 's about $ 25 for 9mm , and about $ 40 for .40 and .45 .Thinking about getting a CCW .Is this normally what it should be ?",,,35,60.73,38.74,1,25.77,35,11.43,71.43,60,14.29,0,0,0,0,0,0,14.29,5.71,20,11.43,8.57,8.57,0,17.14,0,0,2.86,14.29,0,0,0,0,0,0,0,0,0,0,0,0,11.43,2.86,0,5.71,0,0,2.86,0,0,0,0,0,0,0,0,0,2.86,0,0,0,2.86,0,2.86,5.71,0,5.71,0,2.86,2.86,0,0,0,0,0,0,0,0,0,0,0,0,20,5.71,2.86,0,0,2.86,0,0,0,2.86,0,5.71
30398286,,,,,all the time we are a targeted people i 've been attacked four times for no reason except i 'm white and i was alone learn how to defend yourself your friends and your family for any and all possibilities,,,40,38.6,93.3,43.37,1,40,12.5,92.5,52.5,17.5,17.5,7.5,2.5,7.5,0,0,0,5,10,7.5,2.5,10,2.5,12.5,5,0,2.5,2.5,7.5,7.5,0,7.5,0,2.5,2.5,17.5,2.5,2.5,0,0,20,5,5,0,5,5,2.5,2.5,2.5,0,0,0,0,0,0,0,12.5,7.5,0,2.5,0,2.5,5,5,0,5,0,0,5,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0
12872101,,,,,And most people will laugh and shake their head at you when you tell them that Jews are a very dangerous group of people .,,,24,11.86,99,7.84,1,24,4.17,100,58.33,20.83,16.67,0,0,8.33,0,8.33,4.17,4.17,8.33,8.33,8.33,12.5,0,12.5,8.33,4.17,4.17,0,8.33,12.5,4.17,8.33,4.17,0,0,33.33,0,0,0,0,4.17,0,0,0,4.17,0,0,4.17,0,4.17,0,4.17,4.17,0,0,0,8.33,4.17,0,0,0,4.17,0,8.33,4.17,12.5,4.17,4.17,4.17,0,0,0,0,4.17,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0
13339585,,,,,Sometimes we just have to feel sorry for the wrongs of our ancestors or else we continue to mess up like they did .,,,23,88.21,98.44,80.16,1,23,13.04,95.65,65.22,17.39,17.39,0,13.04,0,0,4.35,0,4.35,26.09,8.7,4.35,4.35,0,13.04,4.35,4.35,0,0,0,13.04,0,13.04,0,0,4.35,17.39,0,0,0,0,17.39,4.35,0,0,8.7,0,8.7,4.35,0,0,4.35,0,0,0,0,0,17.39,13.04,0,4.35,0,0,4.35,13.04,0,13.04,0,4.35,8.7,0,0,0,0,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0
14101031,,,,,"If you would like to chat , please PM me. xox and 88 GretchenI wrote almost the same thing a week or so ago .",,,23,24.89,50,9.25,99,11.5,8.7,86.96,52.17,13.04,8.7,4.35,0,4.35,0,0,4.35,8.7,4.35,4.35,8.7,17.39,0,8.7,4.35,4.35,0,4.35,0,8.7,8.7,0,0,0,0,8.7,0,0,0,0,17.39,0,0,8.7,13.04,0,8.7,0,0,0,0,0,0,0,0,0,8.7,8.7,0,0,0,0,8.7,0,0,8.7,0,0,8.7,4.35,4.35,0,0,0,0,4.35,0,4.35,0,0,0,13.04,8.7,4.35,0,0,0,0,0,0,0,0,0
30511291,,,,,Well we have lots of shirts that you can order and a different design will be done probably early this next week and we will be putting them up on kijiji as soon as we pick them up .,,,38,9.3,99,81.22,74.74,38,7.89,94.74,71.05,21.05,15.79,0,7.89,2.63,0,5.26,5.26,2.63,15.79,18.42,7.89,10.53,0,18.42,13.16,7.89,0,0,2.63,2.63,2.63,0,0,0,0,15.79,0,0,0,0,10.53,0,2.63,0,5.26,0,2.63,0,0,0,0,2.63,2.63,0,0,0,15.79,7.89,0,7.89,0,0,2.63,13.16,7.89,23.68,2.63,7.89,10.53,0,0,0,0,0,0,2.63,0,0,0,2.63,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0
13481788,,,,,Learning how to find good TV shows online and watch what I want when I want has tripled my quality of life .http://www.1channel.ch/Likewise.,,,29,31.79,15.04,11.5,85.87,29,17.24,75.86,34.48,13.79,10.34,10.34,0,0,0,0,3.45,0,6.9,3.45,6.9,10.34,0,17.24,0,0,10.34,3.45,3.45,3.45,3.45,0,0,0,0,0,0,0,0,0,17.24,6.9,3.45,6.9,0,0,0,6.9,6.9,0,0,3.45,0,3.45,0,0,3.45,0,0,0,3.45,0,0,17.24,0,3.45,0,0,3.45,3.45,6.9,0,0,0,0,3.45,0,3.45,0,0,0,17.24,10.34,0,0,0,0,0,0,0,0,0,6.9
12847415,,,,,Wow look how they promote such hate then they wonder why most of us want them to move back to africa,,,21,18.82,99,13.15,25.77,21,4.76,95.24,57.14,19.05,19.05,0,4.76,0,0,14.29,0,0,14.29,0,19.05,9.52,0,23.81,4.76,4.76,9.52,0,4.76,9.52,4.76,4.76,0,4.76,0,19.05,0,0,0,0,23.81,4.76,9.52,4.76,9.52,0,0,4.76,4.76,0,0,0,0,0,0,0,9.52,4.76,4.76,0,4.76,0,0,23.81,4.76,14.29,4.76,4.76,9.52,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14670178,,,,,Want to see our fate if we do n't win ?Look there .Almost all of the Middle East and North Africa was full of whites once upon a time .,,,29,84.23,84.96,47.93,85.87,29,0,89.66,48.28,6.9,6.9,0,6.9,0,0,0,0,6.9,13.79,6.9,6.9,6.9,0,17.24,6.9,3.45,0,3.45,3.45,3.45,3.45,0,0,0,0,6.9,0,0,0,0,13.79,0,0,6.9,6.9,3.45,3.45,6.9,6.9,0,0,0,0,0,0,0,10.34,6.9,3.45,3.45,3.45,0,3.45,13.79,3.45,24.14,0,17.24,6.9,0,0,0,0,0,0,0,0,0,0,0,0,13.79,6.9,0,0,0,3.45,0,0,0,3.45,0,0
31777581,,,,,"And , I went to an inner-city high school --- I feel your pain .I hate to be the grammar teacher , but you need to use paragraph and line breaks in the future for something like this .",,,36,86.43,50,87.07,1,36,11.11,88.89,55.56,19.44,13.89,8.33,0,5.56,0,0,5.56,8.33,16.67,2.78,0,8.33,0,16.67,2.78,2.78,0,0,0,5.56,0,5.56,0,2.78,0,5.56,0,0,0,0,13.89,2.78,2.78,2.78,2.78,0,2.78,5.56,0,0,5.56,2.78,0,2.78,0,0,5.56,0,0,5.56,0,0,2.78,13.89,2.78,16.67,2.78,11.11,2.78,5.56,0,0,0,0,0,0,0,0,0,0,0,22.22,5.56,5.56,0,0,0,0,11.11,0,0,0,0
14099272,,,,,"Hi, I am in Nor Cal and there are many other like minded people here too .PM me if you want to chat .",,,23,5.4,33.19,27.39,25.77,23,0,86.96,65.22,17.39,13.04,8.7,0,4.35,0,0,4.35,0,13.04,8.7,13.04,13.04,4.35,13.04,0,4.35,0,0,4.35,0,0,0,0,0,0,17.39,0,0,0,0,17.39,0,0,8.7,4.35,0,13.04,0,0,0,0,0,0,0,0,0,8.7,8.7,0,0,0,0,0,13.04,0,4.35,0,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,0,13.04,8.7,4.35,0,0,0,0,0,0,0,0,0
30701165,,,,,"You 're worried about affirmative action and liberals , that 's your spot .I went to Columbia .I wanted to shoot myself when I was there .",,,25,8.69,50,69.14,1,25,16,72,56,28,24,16,0,8,0,0,4,0,12,4,12,8,0,12,4,0,4,0,0,4,0,4,4,0,0,8,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,12,4,0,0,0,0,0,0,8,0,0
14296653,,,,,Alaska looks like a pretty good place to live - but then anywhere with lots of snow always looks good to me,,,21,98.45,17.04,89.63,99,21,4.76,90.48,47.62,4.76,4.76,4.76,0,0,0,0,0,4.76,23.81,0,4.76,9.52,0,14.29,0,4.76,0,0,4.76,14.29,14.29,0,0,0,0,0,0,0,0,0,23.81,0,0,0,14.29,4.76,4.76,9.52,9.52,0,0,4.76,0,4.76,0,0,9.52,0,0,0,9.52,0,0,14.29,4.76,19.05,0,9.52,9.52,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,4.76,0,0,0,0
14413701,,,,,"I am willing to attend , support and protect Mr. Taylor 's event and his freedom of speech anywhere close to Michigan",,,21,68.29,50,37.24,99,21,28.57,80.95,42.86,9.52,9.52,4.76,0,0,4.76,0,0,0,14.29,4.76,4.76,9.52,0,9.52,4.76,0,0,0,0,14.29,9.52,0,0,0,0,4.76,0,0,0,4.76,4.76,0,0,0,4.76,0,0,4.76,0,4.76,0,0,0,0,0,0,9.52,0,0,0,4.76,4.76,0,14.29,0,19.05,4.76,9.52,4.76,0,0,0,0,0,0,0,0,0,0,0,0,14.29,4.76,4.76,0,0,0,0,0,0,4.76,0,0
30701160,,,,,"Beware many of these lectures hustle the jew cults of globalism , humanism , and social collectivism .Some Universities have a substantial number of lectures available for free online .Here is Yale YouTube - YaleCourses 's Channel There are a number of other major Universities with lectures posted as well .",,,47,93.26,58.41,1,93.02,47,27.66,74.47,40.43,4.26,0,0,0,0,0,0,4.26,6.38,14.89,6.38,6.38,4.26,0,8.51,4.26,2.13,0,0,4.26,4.26,4.26,0,0,0,0,4.26,0,0,0,0,4.26,0,0,0,2.13,0,2.13,0,0,0,0,0,0,0,0,0,4.26,2.13,0,0,0,2.13,2.13,6.38,0,2.13,0,2.13,0,10.64,4.26,0,2.13,2.13,0,2.13,0,0,0,2.13,0,14.89,6.38,4.26,0,0,0,0,2.13,0,2.13,0,0
14099274,,,,,WehrWolf101Good luck on the magneto-hyperdrive .I moved here because I am going to Germany in September and wanted to see my family before I left .,,,26,82.82,12.43,99,89.84,26,23.08,84.62,53.85,15.38,15.38,15.38,0,0,0,0,0,3.85,19.23,3.85,3.85,7.69,0,23.08,3.85,3.85,0,0,0,3.85,3.85,0,0,0,0,3.85,3.85,0,0,0,11.54,0,3.85,3.85,3.85,0,0,3.85,3.85,0,0,0,0,0,0,0,7.69,3.85,0,0,3.85,0,11.54,7.69,3.85,26.92,7.69,11.54,7.69,0,3.85,3.85,0,0,0,0,0,0,0,0,0,11.54,7.69,0,0,0,0,0,3.85,0,0,0,0
31755383,,,,,Once the blood line is mixed it is no longer white and is ruined .Absolutely!You may as well think of it as the blood of an animal .,,,28,48.63,63.97,13.15,25.77,28,3.57,92.86,64.29,10.71,3.57,0,0,3.57,0,0,7.14,10.71,14.29,14.29,7.14,10.71,3.57,17.86,17.86,10.71,0,3.57,0,7.14,3.57,3.57,0,0,3.57,3.57,0,0,0,0,10.71,3.57,0,0,3.57,3.57,0,3.57,3.57,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,14.29,3.57,10.71,0,7.14,3.57,0,0,0,0,0,0,7.14,0,0,3.57,3.57,0,10.71,7.14,0,0,0,0,3.57,0,0,0,0,0
13946706,,,,,"From 1860 to 1990 Canada had brought in over 200,000 immigrants a total of 9 times .From 1990-2010 Canada brought in over 200,000 immigrants 18 timess !!! 9 times in 130 years .....18 times in the last 20 years It 's time for the next generation to fight back to regain our country ..... the baby boomers will lose it for us if we do nothing .18 times in the last 20 years 9 times in 130 years ....It has become unbearable and is seriously changing me as a person watching my country be decimated .Vancouver ( Burnaby , Richmond , Surrey ) I guarantee are worse than Calgary .",,,106,94.1,61.15,96.73,1,35.33,17.92,70.75,43.4,8.49,5.66,2.83,2.83,0,0,0,2.83,5.66,16.98,7.55,1.89,2.83,0.94,11.32,3.77,2.83,0,16.98,0.94,3.77,0,3.77,0,0.94,0.94,5.66,0.94,0,0,0,6.6,0.94,0.94,0.94,0.94,2.83,1.89,1.89,0.94,0.94,0,0,0,0,0,0,6.6,2.83,0.94,1.89,0,1.89,2.83,7.55,0.94,27.36,2.83,10.38,15.09,0,0,0,0,0,0,0,0,0,0,0,0,25.47,15.09,3.77,0,0,0,2.83,0.94,0,0.94,1.89,0
14084091,,,,,It warms my heart to see that apparently there 's more than just one pro-White organization in San Diego area planning activities !,,,23,71.39,19.23,27.39,93.61,23,17.39,78.26,39.13,13.04,4.35,4.35,0,0,0,0,8.7,0,13.04,0,13.04,0,0,8.7,13.04,8.7,0,4.35,4.35,4.35,4.35,0,0,0,0,0,0,0,0,0,8.7,0,0,0,4.35,0,4.35,13.04,8.7,0,4.35,4.35,4.35,0,0,0,4.35,0,4.35,0,0,0,0,8.7,4.35,8.7,0,8.7,0,4.35,0,0,0,0,0,0,0,0,0,0,0,13.04,0,0,0,0,0,4.35,4.35,0,4.35,0,0
30535981,,,,,I have a Bear compound bow I bought many years ago .Good back up because you just never know .I had it restrung a couple years ago but have n't taken it out since .,,,34,27.29,18.88,99,79.41,34,8.82,85.29,55.88,17.65,11.76,8.82,0,2.94,0,0,5.88,5.88,8.82,8.82,8.82,5.88,2.94,17.65,0,0,0,0,5.88,2.94,2.94,0,0,0,0,2.94,0,0,0,0,14.71,2.94,5.88,0,0,2.94,2.94,0,0,0,0,0,0,0,0,0,8.82,0,0,2.94,5.88,0,14.71,8.82,0,26.47,0,8.82,20.59,0,0,0,2.94,0,0,0,0,0,0,0,0,11.76,8.82,0,0,0,0,0,0,0,2.94,0,0
30723628,,,,,"They 'll all go to non denominational private schools .I would never homeschool my kids , or send them to public schools .",,,21,29.3,82.96,68.01,25.77,21,23.81,80.95,42.86,19.05,19.05,9.52,0,0,0,9.52,0,0,9.52,4.76,4.76,4.76,4.76,14.29,0,0,0,0,4.76,0,0,0,0,0,0,28.57,0,0,0,0,19.05,0,0,4.76,4.76,9.52,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,14.29,9.52,0,4.76,9.52,0,0,0,0,0,0,0,0,0,0,0,19.05,9.52,4.76,0,0,0,0,0,0,4.76,0,0
30384185,,,,,The Lone Ranger was black Annie was a little black girl There were black Vikings Spartacus was black Hercules was black The jews have two choices for past historical figures Make them to be black or make them out to be crazy genocide White maniacs like in Christopher ColumbusBlacks built the Pyramids and the White House .,,,56,89.26,63.97,13.15,1,56,19.64,83.93,42.86,3.57,3.57,0,0,0,0,3.57,0,8.93,10.71,14.29,1.79,3.57,0,17.86,5.36,1.79,0,1.79,0,5.36,0,5.36,0,1.79,1.79,5.36,0,0,1.79,0,8.93,3.57,3.57,0,1.79,0,1.79,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,8.93,0,8.93,0,5.36,3.57,0,0,1.79,0,1.79,1.79,0,0,0,0,0,0,1.79,1.79,0,0,0,0,0,0,0,0,0,0
30535778,,,,,California has gotten so weak i was in the marine corps for years i cant believe how wussed out they are the same place i went to boot camp in 1981 i fired everything they had but could n't drink beer off the base ..... San Diego is gorgeous tho,,,49,40.01,20.71,82.17,4.76,24.5,8.16,79.59,55.1,14.29,12.24,8.16,0,0,0,4.08,2.04,6.12,12.24,12.24,6.12,8.16,2.04,18.37,6.12,2.04,2.04,2.04,0,6.12,2.04,4.08,0,0,0,6.12,0,0,0,0,12.24,2.04,2.04,2.04,0,2.04,4.08,0,0,0,0,6.12,0,2.04,0,4.08,4.08,0,0,2.04,2.04,0,8.16,10.2,0,14.29,2.04,10.2,2.04,4.08,4.08,0,0,0,0,2.04,0,2.04,0,0,0,12.24,10.2,0,0,0,0,0,0,0,2.04,0,0
